"","Assay","OlinkID","UniProt","Panel","term","df","sumsq","meansq","statistic","p.value","Adjusted_pval","Threshold","class","type"
"26","CCL8","OID05130","P80075","Olink COVID","Time",1,23.320803455869,23.320803455869,29.2667077279833,1.96445711338578e-05,3.27409518897629e-05,"Significant","High BMI","Simulated"
"27","CCL8","OID05130","P80075","Olink COVID","Time",1,23.582315185229,23.582315185229,32.0984940871254,1.06924385190042e-05,1.7820730865007e-05,"Significant","High BMI","Simulated"
"28","CCL8","OID05130","P80075","Olink COVID","Time",1,23.5906765989196,23.5906765989196,30.9909799869182,1.35092677553279e-05,2.25154462588799e-05,"Significant","High BMI","Simulated"
"29","CCL8","OID05130","P80075","Olink COVID","Time",1,23.9576318573745,23.9576318573745,34.0765398009218,7.1281258624799e-06,1.18802097707998e-05,"Significant","High BMI","Simulated"
"30","CCL8","OID05130","P80075","Olink COVID","Time",1,25.2711772500602,25.2711772500602,33.930714670256,7.34066630962889e-06,1.22344438493815e-05,"Significant","High BMI","Simulated"
"31","CCL8","OID05130","P80075","Olink COVID","Time",1,25.5039456429481,25.5039456429481,35.3934102700171,5.4863438711183e-06,9.14390645186384e-06,"Significant","High BMI","Simulated"
"32","CCL8","OID05130","P80075","Olink COVID","Time",1,25.6920842037051,25.6920842037051,33.5239504172563,7.97098929845736e-06,1.32849821640956e-05,"Significant","High BMI","Simulated"
"33","CCL8","OID05130","P80075","Olink COVID","Time",1,26.0388318001971,26.0388318001971,33.9241668266233,7.35037081339135e-06,1.22506180223189e-05,"Significant","High BMI","Simulated"
"34","CCL8","OID05130","P80075","Olink COVID","Time",1,26.2980725391363,26.2980725391363,35.736993628129,5.12938147998369e-06,8.54896913330615e-06,"Significant","High BMI","Simulated"
"35","CCL8","OID05130","P80075","Olink COVID","Time",1,26.4469557923928,26.4469557923928,34.7122294578471,6.27697828537949e-06,1.04616304756325e-05,"Significant","High BMI","Simulated"
"36","CCL8","OID05130","P80075","Olink COVID","Time",1,27.1975076768303,27.1975076768303,36.5743013552912,4.36123603389745e-06,7.26872672316242e-06,"Significant","High BMI","Simulated"
"37","CCL8","OID05130","P80075","Olink COVID","Time",1,27.8675683094219,27.8675683094219,37.2216435571725,3.8534571469696e-06,6.42242857828267e-06,"Significant","High BMI","Simulated"
"38","CCL8","OID05130","P80075","Olink COVID","Time",1,34.7018231283249,34.7018231283249,78.1588876536141,4.22172853767893e-10,1.16788271923014e-09,"Significant","female","Simulated"
"39","CCL8","OID05130","P80075","Olink COVID","Time",1,37.7223350851393,37.7223350851393,91.9589527497961,6.25784361099505e-11,2.08594787033168e-10,"Significant","female","Simulated"
"40","CCL8","OID05130","P80075","Olink COVID","Time",1,37.7293345947594,37.7293345947594,87.849351027873,1.07921582738211e-10,3.59738609127369e-10,"Significant","female","Simulated"
"41","CCL8","OID05130","P80075","Olink COVID","Time",1,37.9389939546582,37.9389939546582,84.9985459626673,1.59286562858142e-10,5.30955209527142e-10,"Significant","female","Simulated"
"42","CCL8","OID05130","P80075","Olink COVID","Time",1,38.1394648270922,38.1394648270922,85.942225456707,1.39879679092464e-10,4.66265596974879e-10,"Significant","female","Simulated"
"43","CCL8","OID05130","P80075","Olink COVID","Time",1,39.2162751698083,39.2162751698083,86.2826570115036,1.33509405939539e-10,4.45031353131796e-10,"Significant","female","Simulated"
"44","CCL8","OID05130","P80075","Olink COVID","Time",1,39.6103204716735,39.6103204716735,93.9647497454548,4.82811267142462e-11,1.60937089047487e-10,"Significant","female","Simulated"
"45","CCL8","OID05130","P80075","Olink COVID","Time",1,39.6415139173719,39.6415139173719,90.9701368212275,7.12260575331486e-11,2.37420191777162e-10,"Significant","female","Simulated"
"46","CCL8","OID05130","P80075","Olink COVID","Time",1,40.2117239003245,40.2117239003245,99.2824588895002,2.4757266206035e-11,8.25242206867832e-11,"Significant","female","Simulated"
"47","CCL8","OID05130","P80075","Olink COVID","Time",1,42.4186113894175,42.4186113894175,98.8917536254214,2.59780634691292e-11,8.65935448970975e-11,"Significant","female","Simulated"
"48","CCL8","OID05130","P80075","Olink COVID","Time",1,42.7880078136983,42.7880078136983,102.801306654726,1.61517685329157e-11,5.38392284430522e-11,"Significant","female","Simulated"
"49","CCL8","OID05130","P80075","Olink COVID","Time",1,42.8721162529359,42.8721162529359,99.8118953119436,2.31993726132277e-11,7.73312420440924e-11,"Significant","female","Real"
"50","CCL8","OID05130","P80075","Olink COVID","Time",1,43.1313339140883,43.1313339140883,97.8008136905457,2.97380109323528e-11,9.91267031078428e-11,"Significant","female","Simulated"
"51","CCL8","OID05130","P80075","Olink COVID","Time",1,43.7072486240088,43.7072486240088,98.8742052609216,2.60343748217216e-11,8.67812494057385e-11,"Significant","female","Simulated"
"52","CCL8","OID05130","P80075","Olink COVID","Time",1,44.1153461250821,44.1153461250821,103.716643228264,1.44801892570403e-11,4.82672975234677e-11,"Significant","female","Simulated"
"53","CCL8","OID05130","P80075","Olink COVID","Time",1,44.3802198321942,44.3802198321942,100.983210556853,2.0111020393167e-11,6.70367346438899e-11,"Significant","female","Simulated"
"54","CCL8","OID05130","P80075","Olink COVID","Time",1,45.6119334940427,45.6119334940427,105.942573017333,1.11360693394128e-11,3.71202311313759e-11,"Significant","female","Simulated"
"55","CCL8","OID05130","P80075","Olink COVID","Time",1,46.7262672414752,46.7262672414752,107.658929899018,9.12137403692403e-12,3.04045801230801e-11,"Significant","female","Simulated"
"56","CCL8","OID05130","P80075","Olink COVID","Time",1,53.5027802247141,53.5027802247141,51.5198901039442,9.06578131167205e-10,9.06578131167205e-10,"Significant","male","Simulated"
"57","CCL8","OID05130","P80075","Olink COVID","Time",1,58.202918366709,58.202918366709,57.5789204779193,1.71675109409688e-10,1.9075012156632e-10,"Significant","male","Simulated"
"58","CCL8","OID05130","P80075","Olink COVID","Time",1,58.2043205640563,58.2043205640563,60.1300539804919,8.73964061215401e-11,1.09245507651925e-10,"Significant","male","Simulated"
"59","CCL8","OID05130","P80075","Olink COVID","Time",1,58.5173363140953,58.5173363140953,55.8028389340768,2.77087757432985e-10,3.0787528603665e-10,"Significant","male","Simulated"
"60","CCL8","OID05130","P80075","Olink COVID","Time",1,58.8295908929213,58.8295908929213,56.3913449483068,2.3625184139557e-10,2.95314801744463e-10,"Significant","male","Simulated"
"61","CCL8","OID05130","P80075","Olink COVID","Time",1,60.49167381933,60.49167381933,56.6035058327623,2.2309954699819e-10,2.47888385553545e-10,"Significant","male","Simulated"
"62","CCL8","OID05130","P80075","Olink COVID","Time",1,61.1233753010835,61.1233753010835,61.3713129293363,6.32513408478107e-11,7.90641760597633e-11,"Significant","male","Simulated"
"63","CCL8","OID05130","P80075","Olink COVID","Time",1,61.1625423289464,61.1625423289464,59.5172053148721,1.02650229521216e-10,1.14055810579129e-10,"Significant","male","Simulated"
"64","CCL8","OID05130","P80075","Olink COVID","Time",1,62.0665749817738,62.0665749817738,64.649969303772,2.73482925316627e-11,3.41853656645784e-11,"Significant","male","Simulated"
"65","CCL8","OID05130","P80075","Olink COVID","Time",1,65.4717609270907,65.4717609270907,64.4096718904241,2.90597970269972e-11,3.63247462837465e-11,"Significant","male","Simulated"
"66","CCL8","OID05130","P80075","Olink COVID","Time",1,66.0530618495713,66.0530618495713,66.8099957146754,1.59296572463503e-11,1.99120715579379e-11,"Significant","male","Simulated"
"67","CCL8","OID05130","P80075","Olink COVID","Time",1,66.1744170381991,66.1744170381991,64.9754422918228,2.51944029634754e-11,3.14930037043443e-11,"Significant","male","Real"
"68","CCL8","OID05130","P80075","Olink COVID","Time",1,66.5685739991509,66.5685739991509,63.7382100084014,3.44529600154286e-11,4.30662000192857e-11,"Significant","male","Simulated"
"69","CCL8","OID05130","P80075","Olink COVID","Time",1,67.3300068558511,67.3300068558511,76.2964399823774,5.27437219396828e-13,6.59296524246035e-13,"Significant","Low BMI","Simulated"
"70","CCL8","OID05130","P80075","Olink COVID","Time",1,67.4606784285874,67.4606784285874,64.3988768386551,2.91392293435376e-11,3.6424036679422e-11,"Significant","male","Simulated"
"71","CCL8","OID05130","P80075","Olink COVID","Time",1,68.1047123030398,68.1047123030398,67.3706431596995,1.38654190414962e-11,1.73317738018702e-11,"Significant","male","Simulated"
"72","CCL8","OID05130","P80075","Olink COVID","Time",1,68.5057072122404,68.5057072122404,65.6949054055904,2.10319068488326e-11,2.62898835610407e-11,"Significant","male","Simulated"
"73","CCL8","OID05130","P80075","Olink COVID","Time",1,70.4215234272864,70.4215234272864,68.73194009481,9.92375260329657e-12,1.24046907541207e-11,"Significant","male","Simulated"
"74","CCL8","OID05130","P80075","Olink COVID","Time",1,72.146894453021,72.146894453021,69.7795879844858,7.68994756284557e-12,9.61243445355696e-12,"Significant","male","Simulated"
"75","CCL8","OID05130","P80075","Olink COVID","Time",1,73.1856318689385,73.1856318689385,88.5420590997689,2.81158370402637e-14,4.0165481486091e-14,"Significant","Low BMI","Simulated"
"76","CCL8","OID05130","P80075","Olink COVID","Time",1,73.200554872658,73.200554872658,84.9245710285251,6.52518574791962e-14,8.15648218489953e-14,"Significant","Low BMI","Simulated"
"77","CCL8","OID05130","P80075","Olink COVID","Time",1,73.6083174674214,73.6083174674214,82.4007933587528,1.1878205435641e-13,1.48477567945512e-13,"Significant","Low BMI","Simulated"
"78","CCL8","OID05130","P80075","Olink COVID","Time",1,73.9969307508361,73.9969307508361,83.2375367570334,9.72803376258807e-14,1.21600422032351e-13,"Significant","Low BMI","Simulated"
"79","CCL8","OID05130","P80075","Olink COVID","Time",1,76.0859995532768,76.0859995532768,83.5390702411481,9.05498100870605e-14,1.13187262608826e-13,"Significant","Low BMI","Simulated"
"80","CCL8","OID05130","P80075","Olink COVID","Time",1,76.8478833290833,76.8478833290833,90.2989532702738,1.88084447858914e-14,2.68692068369877e-14,"Significant","Low BMI","Simulated"
"81","CCL8","OID05130","P80075","Olink COVID","Time",1,76.9093887504832,76.9093887504832,87.6738562751486,3.43513149173017e-14,4.90733070247168e-14,"Significant","Low BMI","Simulated"
"82","CCL8","OID05130","P80075","Olink COVID","Time",1,78.0129957770257,78.0129957770257,94.9297139698773,6.65441845010374e-15,9.50631207157677e-15,"Significant","Low BMI","Simulated"
"83","CCL8","OID05130","P80075","Olink COVID","Time",1,82.2946057272466,82.2946057272466,94.5908009145302,7.17308263548438e-15,1.02472609078348e-14,"Significant","Low BMI","Simulated"
"84","CCL8","OID05130","P80075","Olink COVID","Time",1,82.4202991071647,82.4202991071647,101.296214641307,5.5650927768805e-16,6.95636597110062e-16,"Significant","49 below","Simulated"
"85","CCL8","OID05130","P80075","Olink COVID","Time",1,83.0100296280592,83.0100296280592,97.9728172317492,3.41490176789006e-15,5.69150294648343e-15,"Significant","Low BMI","Simulated"
"86","CCL8","OID05130","P80075","Olink COVID","Time",1,83.6776872205886,83.6776872205886,93.6433760859359,8.85485592660379e-15,1.26497941808626e-14,"Significant","Low BMI","Simulated"
"87","CCL8","OID05130","P80075","Olink COVID","Time",1,84.7946436851682,84.7946436851682,94.5755739063288,7.19733786795367e-15,1.02819112399338e-14,"Significant","Low BMI","Simulated"
"88","CCL8","OID05130","P80075","Olink COVID","Time",1,85.5848199395273,85.5848199395273,98.7616863876748,2.87820179747138e-15,4.79700299578563e-15,"Significant","Low BMI","Simulated"
"89","CCL8","OID05130","P80075","Olink COVID","Time",1,86.0995520589434,86.0995520589434,96.402604374867,4.81083111003425e-15,8.01805185005709e-15,"Significant","Low BMI","Simulated"
"90","CCL8","OID05130","P80075","Olink COVID","Time",1,88.4875309494816,88.4875309494816,100.675449421888,1.90721484469722e-15,3.21766121888042e-15,"Significant","Low BMI","Simulated"
"91","CCL8","OID05130","P80075","Olink COVID","Time",1,89.1884471851534,89.1884471851534,117.182878520908,1.78809849864638e-17,2.23512312330797e-17,"Significant","49 below","Simulated"
"92","CCL8","OID05130","P80075","Olink COVID","Time",1,89.3160375168957,89.3160375168957,112.490362066958,4.79131335692805e-17,5.98914169616006e-17,"Significant","49 below","Simulated"
"93","CCL8","OID05130","P80075","Olink COVID","Time",1,89.8944198925677,89.8944198925677,109.216343396826,9.6687329978779e-17,1.20859162473474e-16,"Significant","49 below","Simulated"
"94","CCL8","OID05130","P80075","Olink COVID","Time",1,90.3416738565628,90.3416738565628,110.301849920201,7.65052571536492e-17,9.56315714420615e-17,"Significant","49 below","Simulated"
"95","CCL8","OID05130","P80075","Olink COVID","Time",1,90.6488063155811,90.6488063155811,102.146668944003,1.3942913060788e-15,2.7885826121576e-15,"Significant","Low BMI","Simulated"
"96","CCL8","OID05130","P80075","Olink COVID","Time",1,92.8821537268852,92.8821537268852,110.693022689203,7.03385211701495e-17,8.79231514626869e-17,"Significant","49 below","Simulated"
"97","CCL8","OID05130","P80075","Olink COVID","Time",1,93.5981212061493,93.5981212061493,119.461768846009,1.11732519306815e-17,1.59617884724021e-17,"Significant","49 below","Simulated"
"98","CCL8","OID05130","P80075","Olink COVID","Time",1,93.7534046304162,93.7534046304162,116.056697654941,2.26039703674242e-17,2.82549629592802e-17,"Significant","49 below","Simulated"
"99","CCL8","OID05130","P80075","Olink COVID","Time",1,94.8813867389486,94.8813867389486,125.468169197557,3.31862549067211e-18,6.22105995341347e-18,"Significant","49 below","Simulated"
"100","CCL8","OID05130","P80075","Olink COVID","Time",1,100.09893056055,100.09893056055,125.02858414974,3.62256341377899e-18,7.24512682755798e-18,"Significant","49 below","Simulated"
"101","CCL8","OID05130","P80075","Olink COVID","Time",1,100.869347732295,100.869347732295,129.415182915703,1.52353180068171e-18,3.04706360136342e-18,"Significant","49 below","Simulated"
"102","CCL8","OID05130","P80075","Olink COVID","Time",1,101.144701579973,101.144701579973,126.063411680398,2.94818086085209e-18,5.89636172170418e-18,"Significant","49 below","Real"
"103","CCL8","OID05130","P80075","Olink COVID","Time",1,101.810349260915,101.810349260915,123.79972802698,4.63278074314277e-18,7.47264802810726e-18,"Significant","49 below","Simulated"
"104","CCL8","OID05130","P80075","Olink COVID","Time",1,103.140319025332,103.140319025332,125.008834035456,3.6368702984027e-18,7.27374059680541e-18,"Significant","49 below","Simulated"
"105","CCL8","OID05130","P80075","Olink COVID","Time",1,103.974827559198,103.974827559198,130.438371505387,1.24809099803975e-18,2.4961819960795e-18,"Significant","49 below","Simulated"
"106","CCL8","OID05130","P80075","Olink COVID","Time",1,104.670976063549,104.670976063549,127.37856472766,2.27250890484761e-18,4.54501780969521e-18,"Significant","49 below","Simulated"
"107","CCL8","OID05130","P80075","Olink COVID","Time",1,107.444023546442,107.444023546442,132.920588019538,7.72478914480475e-19,1.54495782896095e-18,"Significant","49 below","Simulated"
"108","CCL8","OID05130","P80075","Olink COVID","Time",1,110.024303866121,110.024303866121,134.828820960062,5.36236029582723e-19,1.07247205916545e-18,"Significant","49 below","Simulated"
"109","CSF1","OID05299","P09603","Olink COVID","Time",1,2.87924408801962,2.87924408801962,14.2221599053249,0.0020648953020822,0.00344149217013699,"Significant","50 above","Simulated"
"110","CSF1","OID05299","P09603","Olink COVID","Time",1,2.99355829260334,2.99355829260334,14.2596383627341,0.00204473261853733,0.00311628876575017,"Significant","50 above","Simulated"
"111","CSF1","OID05299","P09603","Olink COVID","Time",1,2.99875301357255,2.99875301357255,14.1486269434878,0.00210512180589968,0.00350853634316613,"Significant","50 above","Simulated"
"112","CSF1","OID05299","P09603","Olink COVID","Time",1,3.01569240451747,3.01569240451747,14.2858261950979,0.00203077823895377,0.00338463039825628,"Significant","50 above","Simulated"
"113","CSF1","OID05299","P09603","Olink COVID","Time",1,3.02441184641919,3.02441184641919,14.2888280731808,0.00202918566409805,0.00338197610683009,"Significant","50 above","Simulated"
"114","CSF1","OID05299","P09603","Olink COVID","Time",1,3.03089999953279,3.03089999953279,14.2080695920602,0.00207253460630238,0.0034542243438373,"Significant","50 above","Simulated"
"115","CSF1","OID05299","P09603","Olink COVID","Time",1,3.06286942623727,3.06286942623727,14.0688506654365,0.00214978533212978,0.00358297555354963,"Significant","50 above","Simulated"
"116","CSF1","OID05299","P09603","Olink COVID","Time",1,3.08217823318961,3.08217823318961,14.0251171937877,0.00217473135944449,0.00337306679491767,"Significant","50 above","Simulated"
"117","CSF1","OID05299","P09603","Olink COVID","Time",1,3.08924109716605,3.08924109716605,14.1706070412672,0.00209300394898584,0.00342487920111582,"Significant","50 above","Real"
"118","CSF1","OID05299","P09603","Olink COVID","Time",1,3.10602359294704,3.10602359294704,14.2388745803083,0.00205587505415061,0.0029369643630723,"Significant","50 above","Simulated"
"119","CSF1","OID05299","P09603","Olink COVID","Time",1,3.11488683686375,3.11488683686375,14.2472793163961,0.00205135645452985,0.00341892742421641,"Significant","50 above","Simulated"
"120","CSF1","OID05299","P09603","Olink COVID","Time",1,3.18032289920492,3.18032289920492,14.1934808735567,0.00208047835119996,0.0034674639186666,"Significant","50 above","Simulated"
"121","CSF1","OID05299","P09603","Olink COVID","Time",1,3.22873168984775,3.22873168984775,14.2662449026605,0.00204120191697658,0.00327380049145023,"Significant","50 above","Simulated"
"122","CSF1","OID05299","P09603","Olink COVID","Time",1,3.23528840316062,3.23528840316062,14.2066254259098,0.0020733194179245,0.00296188488274929,"Significant","50 above","Simulated"
"123","CSF1","OID05299","P09603","Olink COVID","Time",1,3.26184216877401,3.26184216877401,14.2321529070563,0.00205949702401112,0.00343249504001853,"Significant","50 above","Simulated"
"124","CSF1","OID05299","P09603","Olink COVID","Time",1,3.30010620169679,3.30010620169679,14.142446239523,0.00210854379352025,0.00334535181315084,"Significant","50 above","Simulated"
"125","CSF1","OID05299","P09603","Olink COVID","Time",1,3.34820255326054,3.34820255326054,14.1649284271663,0.00209612693543425,0.00299446705062035,"Significant","50 above","Simulated"
"126","CSF1","OID05299","P09603","Olink COVID","Time",1,3.36535214442039,3.36535214442039,14.1803408096253,0.00208766322916264,0.00347943871527106,"Significant","50 above","Simulated"
"127","CSF1","OID05299","P09603","Olink COVID","Time",1,3.63737282316798,3.63737282316798,37.4641490311592,0.00028292048527373,0.000565840970547461,"Significant","High BMI","Real"
"128","CSF1","OID05299","P09603","Olink COVID","Time",1,4.74292468003726,4.74292468003726,10.4293673659648,0.00722663342764374,0.0103237620394911,"Significant","Low BMI","Real"
"129","CSF1","OID05299","P09603","Olink COVID","Time",1,7.89322147197966,7.89322147197966,29.810902887917,1.74305298021504e-05,2.8849193403941e-05,"Significant","High BMI","Simulated"
"130","CSF1","OID05299","P09603","Olink COVID","Time",1,8.09689590997867,8.09689590997867,28.7202621440017,2.21806379909405e-05,3.16866257013436e-05,"Significant","High BMI","Simulated"
"131","CSF1","OID05299","P09603","Olink COVID","Time",1,8.13721688848115,8.13721688848115,27.1771528954796,3.14896067681192e-05,3.93620084601491e-05,"Significant","High BMI","Simulated"
"132","CSF1","OID05299","P09603","Olink COVID","Time",1,8.1480395890408,8.1480395890408,27.6906492930869,2.79879728334099e-05,3.64346681863398e-05,"Significant","High BMI","Simulated"
"133","CSF1","OID05299","P09603","Olink COVID","Time",1,8.27677764430043,8.27677764430043,30.4390629184972,1.52079769297106e-05,2.1725681328158e-05,"Significant","High BMI","Simulated"
"134","CSF1","OID05299","P09603","Olink COVID","Time",1,8.28366539329592,8.28366539329592,29.5888045493453,1.82993580160672e-05,2.61419400229532e-05,"Significant","High BMI","Simulated"
"135","CSF1","OID05299","P09603","Olink COVID","Time",1,8.39118786630672,8.39118786630672,30.9163702598561,1.37262766275887e-05,1.9608966610841e-05,"Significant","High BMI","Simulated"
"136","CSF1","OID05299","P09603","Olink COVID","Time",1,8.42180333715091,8.42180333715091,30.9734475595679,1.35599233504502e-05,2.25998722507503e-05,"Significant","High BMI","Simulated"
"137","CSF1","OID05299","P09603","Olink COVID","Time",1,8.54665915921463,8.54665915921463,30.0838930586192,1.64238203762432e-05,2.34626005374903e-05,"Significant","High BMI","Simulated"
"138","CSF1","OID05299","P09603","Olink COVID","Time",1,8.58748708266037,8.58748708266037,30.2253971787834,1.59271342160862e-05,2.27530488801231e-05,"Significant","High BMI","Simulated"
"139","CSF1","OID05299","P09603","Olink COVID","Time",1,8.66529212023486,8.66529212023486,29.3659299444637,1.92190073281377e-05,2.74557247544825e-05,"Significant","High BMI","Simulated"
"140","CSF1","OID05299","P09603","Olink COVID","Time",1,8.83954587101037,8.83954587101037,29.5664299916384,1.83894749056751e-05,2.62706784366787e-05,"Significant","High BMI","Simulated"
"141","CSF1","OID05299","P09603","Olink COVID","Time",1,8.89985488899702,8.89985488899702,28.6354812550277,2.26052176000657e-05,3.22931680000939e-05,"Significant","High BMI","Simulated"
"142","CSF1","OID05299","P09603","Olink COVID","Time",1,8.94102119851586,8.94102119851586,30.5561821015012,1.48288875769295e-05,2.11841251098993e-05,"Significant","High BMI","Simulated"
"143","CSF1","OID05299","P09603","Olink COVID","Time",1,8.96187172990688,8.96187172990688,29.9728078211099,1.68255936745526e-05,2.80426561242543e-05,"Significant","High BMI","Simulated"
"144","CSF1","OID05299","P09603","Olink COVID","Time",1,9.06963664023856,9.06963664023856,28.9485113308093,2.10802654994783e-05,3.01146649992548e-05,"Significant","High BMI","Simulated"
"145","CSF1","OID05299","P09603","Olink COVID","Time",1,9.14456122651589,9.14456122651589,29.1708916912736,2.00653141407806e-05,2.86647344868294e-05,"Significant","High BMI","Simulated"
"146","CSF1","OID05299","P09603","Olink COVID","Time",1,10.7621039366104,10.7621039366104,63.8266118690703,4.04240357633528e-09,6.68759956151735e-09,"Significant","female","Simulated"
"147","CSF1","OID05299","P09603","Olink COVID","Time",1,10.9416571592752,10.9416571592752,59.7613398573879,8.17206852740945e-09,1.09177981876427e-08,"Significant","female","Simulated"
"148","CSF1","OID05299","P09603","Olink COVID","Time",1,10.9785663437283,10.9785663437283,62.1847740053712,5.35148636303906e-09,7.64498051862723e-09,"Significant","female","Simulated"
"149","CSF1","OID05299","P09603","Olink COVID","Time",1,10.9873502977469,10.9873502977469,60.5811095700967,7.07276321268022e-09,1.0103947446686e-08,"Significant","female","Simulated"
"150","CSF1","OID05299","P09603","Olink COVID","Time",1,11.2819028297009,11.2819028297009,63.496927436398,4.27496377922019e-09,6.49263610164244e-09,"Significant","female","Simulated"
"151","CSF1","OID05299","P09603","Olink COVID","Time",1,11.3200200305958,11.3200200305958,64.7463669865709,3.46191103323651e-09,5.73521362316581e-09,"Significant","female","Simulated"
"152","CSF1","OID05299","P09603","Olink COVID","Time",1,11.3775594231154,11.3775594231154,62.6564310369897,4.93462136992329e-09,7.04945909989041e-09,"Significant","female","Real"
"153","CSF1","OID05299","P09603","Olink COVID","Time",1,11.5029102374073,11.5029102374073,65.4328659085887,3.08666996435951e-09,5.51846873649593e-09,"Significant","female","Simulated"
"154","CSF1","OID05299","P09603","Olink COVID","Time",1,11.5480202343465,11.5480202343465,65.5142513249256,3.04513848854013e-09,5.07523081423356e-09,"Significant","female","Simulated"
"155","CSF1","OID05299","P09603","Olink COVID","Time",1,11.6688242875333,11.6688242875333,64.2286182036636,3.77687873023825e-09,5.97988334469529e-09,"Significant","female","Simulated"
"156","CSF1","OID05299","P09603","Olink COVID","Time",1,11.7327271996974,11.7327271996974,64.4356078840637,3.64745005115367e-09,6.07908341858944e-09,"Significant","female","Simulated"
"157","CSF1","OID05299","P09603","Olink COVID","Time",1,11.7883703173058,11.7883703173058,63.1637098508739,4.52452199883513e-09,6.46360285547875e-09,"Significant","female","Simulated"
